ERR10550019	1h	A	bam	TCG	real	7	0.002326354270521768
ERR10963107	1h	A	fastq.gz	TCG	real	7	0.002326354270521768
ERR10550020	1h	B	bam	TCG	real	7	0.0022675736961451248
ERR10550019	1h	A	bam	TCC	real	3	0.0007763975155279503
ERR10963107	1h	A	fastq.gz	TCC	real	3	0.0007763975155279503
ERR10550020	1h	B	bam	TCC	real	1	0.0002498750624687656
ERR10963108	1h	B	fastq.gz	TCC	real	2	0.0004997501249375312
ERR10550019	1h	A	bam	TCG	generation_1	20	0.006646726487205052
ERR10550019	1h	A	bam	TCG	generation_2	21	0.006979062811565304
ERR10550019	1h	A	bam	TCG	generation_3	21	0.006979062811565304
ERR10550019	1h	A	bam	TCG	generation_4	21	0.006979062811565304
ERR10550019	1h	A	bam	TCG	generation_5	20	0.006646726487205052
ERR10550019	1h	A	bam	TCG	generation_6	20	0.006646726487205052
ERR10550019	1h	A	bam	TCG	generation_7	21	0.006979062811565304
ERR10550019	1h	A	bam	TCG	generation_8	19	0.006314390162844799
ERR10550019	1h	A	bam	TCG	generation_9	21	0.006979062811565304
ERR10550019	1h	A	bam	TCG	generation_10	21	0.006979062811565304
ERR10963107	1h	A	fastq.gz	TCG	generation_1	20	0.006646726487205052
ERR10963107	1h	A	fastq.gz	TCG	generation_2	21	0.006979062811565304
ERR10963107	1h	A	fastq.gz	TCG	generation_3	20	0.006646726487205052
ERR10963107	1h	A	fastq.gz	TCG	generation_4	20	0.006646726487205052
ERR10963107	1h	A	fastq.gz	TCG	generation_5	21	0.006979062811565304
ERR10963107	1h	A	fastq.gz	TCG	generation_6	20	0.006646726487205052
ERR10963107	1h	A	fastq.gz	TCG	generation_7	21	0.006979062811565304
ERR10963107	1h	A	fastq.gz	TCG	generation_8	21	0.006979062811565304
ERR10963107	1h	A	fastq.gz	TCG	generation_9	20	0.006646726487205052
ERR10963107	1h	A	fastq.gz	TCG	generation_10	21	0.006979062811565304
ERR10963107	1h	A	fastq.gz	TCA	real	7	0.0011850347045877772
ERR10550019	1h	A	bam	TCA	real	5	0.0008464533604198408
ERR10550020	1h	B	bam	TCG	generation_1	151	0.04891480401684483
ERR10550020	1h	B	bam	TCG	generation_2	151	0.04891480401684483
ERR10550020	1h	B	bam	TCG	generation_3	147	0.047619047619047616
ERR10550020	1h	B	bam	TCG	generation_4	155	0.050210560414642044
ERR10550020	1h	B	bam	TCG	generation_5	148	0.04794298671849692
ERR10550020	1h	B	bam	TCG	generation_6	148	0.04794298671849692
ERR10550020	1h	B	bam	TCG	generation_7	147	0.047619047619047616
ERR10550020	1h	B	bam	TCG	generation_8	151	0.04891480401684483
ERR10550020	1h	B	bam	TCG	generation_9	146	0.04729510851959832
ERR10550020	1h	B	bam	TCG	generation_10	150	0.04859086491739553
ERR10550019	1h	A	bam	TCT	real	7	0.0010441527446300716
ERR10963107	1h	A	fastq.gz	TCT	real	7	0.0010441527446300716
ERR10963107	1h	A	fastq.gz	TCC	generation_1	16	0.004140786749482402
ERR10963107	1h	A	fastq.gz	TCC	generation_2	16	0.004140786749482402
ERR10963107	1h	A	fastq.gz	TCC	generation_3	16	0.004140786749482402
ERR10963107	1h	A	fastq.gz	TCC	generation_4	16	0.004140786749482402
ERR10963107	1h	A	fastq.gz	TCC	generation_5	16	0.004140786749482402
ERR10963107	1h	A	fastq.gz	TCC	generation_6	16	0.004140786749482402
ERR10963107	1h	A	fastq.gz	TCC	generation_7	16	0.004140786749482402
ERR10963107	1h	A	fastq.gz	TCC	generation_8	15	0.0038819875776397515
ERR10963107	1h	A	fastq.gz	TCC	generation_9	16	0.004140786749482402
ERR10963107	1h	A	fastq.gz	TCC	generation_10	16	0.004140786749482402
ERR10963108	1h	B	fastq.gz	TCA	real	5	0.0008171269815329302
ERR10550019	1h	A	bam	TCC	generation_1	15	0.0038819875776397515
